providerName,pointid,lon,lat,status,cap
AmperioInc,2967101,23.799,37.9984,reserved,50
AmperioInc,2967100,23.799,37.9984,offline,50
AmperioInc,2961081,23.6721,37.9539,offline,22
AmperioInc,2961080,23.6721,37.9539,available,22
AmperioInc,2961079,23.6721,37.9539,malfunction,180
AmperioInc,2961078,23.6721,37.9539,charging,22
AmperioInc,2961077,23.6721,37.9539,charging,11
AmperioInc,2961076,23.6721,37.9539,reserved,180
AmperioInc,2961075,23.6721,37.9539,malfunction,120
AmperioInc,2961074,23.6721,37.9539,charging,120
AmperioInc,2961073,23.6721,37.9539,reserved,11
AmperioInc,2961072,23.6721,37.9539,offline,120
AmperioInc,2961071,23.6721,37.9539,charging,22
AmperioInc,2961070,23.6721,37.9539,offline,120
AmperioInc,2956001,23.799,37.9984,charging,11
AmperioInc,2956000,23.799,37.9984,offline,180
AmperioInc,2954712,23.6591,37.9501,malfunction,50
AmperioInc,2954711,23.6591,37.9501,malfunction,120
AmperioInc,2954710,23.6591,37.9501,reserved,50
AmperioInc,2948599,23.7855,38.0717,reserved,180
AmperioInc,2948598,23.7855,38.0717,reserved,50
AmperioInc,2948597,23.7855,38.0717,available,11
AmperioInc,2948596,23.7855,38.0717,charging,50
AmperioInc,2948521,23.9369,37.885,offline,50
AmperioInc,2948520,23.9369,37.885,reserved,180
AmperioInc,2946191,23.6947,38.0215,reserved,180
AmperioInc,2946190,23.6947,38.0215,malfunction,22
AmperioInc,2946169,23.6962,38.0414,malfunction,11
AmperioInc,2946168,23.6962,38.0414,charging,22
AmperioInc,2944072,23.7425,38.0268,offline,11
AmperioInc,2944071,23.7425,38.0268,charging,180
AmperioInc,2943282,23.6721,37.9539,malfunction,180
AmperioInc,2943281,23.6721,37.9539,malfunction,50
AmperioInc,2942529,23.7323,37.9584,offline,11
AmperioInc,2940213,23.7312,38.0082,available,22
AmperioInc,2940210,23.7312,38.0082,available,180
AmperioInc,2940143,23.8866,38.0037,available,22
AmperioInc,2938588,23.6867,37.9481,malfunction,11
AmperioInc,2938587,23.6867,37.9481,reserved,180
AmperioInc,2938582,23.6867,37.9481,reserved,22
AmperioInc,2938581,23.6867,37.9481,charging,120
AmperioInc,2938572,23.6867,37.9481,malfunction,22
AmperioInc,2938571,23.6867,37.9481,reserved,22
AmperioInc,2938570,23.6867,37.9481,offline,50
AmperioInc,2938569,23.6867,37.9481,charging,180
AmperioInc,2938227,23.6744,37.9866,available,180
AmperioInc,2923255,23.8618,38.0077,offline,11
AmperioInc,2923254,23.8618,38.0077,malfunction,50
AmperioInc,2923250,23.8108,38.0179,available,11
AmperioInc,2923249,23.8108,38.0179,reserved,120
AmperioInc,2923247,23.8108,38.0179,available,180
AmperioInc,2914024,23.7583,37.8982,malfunction,180
AmperioInc,2914022,23.7583,37.8982,reserved,180
AmperioInc,2909252,23.6687,37.9739,charging,50
AmperioInc,2909251,23.6687,37.9739,malfunction,50
AmperioInc,2906375,23.6382,37.9785,reserved,22
AmperioInc,2905974,23.8618,38.0077,reserved,120
AmperioInc,2905973,23.8618,38.0077,malfunction,11
AmperioInc,2905972,23.8618,38.0077,offline,22
AmperioInc,2905971,23.8618,38.0077,malfunction,22
AmperioInc,2905970,23.8618,38.0077,malfunction,180
AmperioInc,2905969,23.8618,38.0077,offline,50
AmperioInc,2905968,23.8618,38.0077,available,11
AmperioInc,2905888,23.8618,38.0077,charging,180
AmperioInc,2903201,23.8487,38.0345,offline,11
AmperioInc,2903200,23.8487,38.0345,charging,120
AmperioInc,2892527,23.8072,38.0101,offline,180
AmperioInc,2892526,23.8072,38.0101,malfunction,11
AmperioInc,2892525,23.8072,38.0101,available,180
AmperioInc,2815050,23.7052,38.0011,reserved,22
AmperioInc,2815049,23.7052,38.0011,offline,120
AmperioInc,2815036,23.7052,38.0011,reserved,120
AmperioInc,2769710,23.7616,37.8913,offline,22
AmperioInc,2756798,23.6867,37.9481,charging,11
AmperioInc,2756797,23.6867,37.9481,charging,50
AmperioInc,2709299,23.8359,38.0124,offline,11
AmperioInc,2709298,23.8359,38.0124,malfunction,120
AmperioInc,2709120,23.716,37.984,charging,180
AmperioInc,2709119,23.716,37.984,reserved,22
AmperioInc,2670690,23.7658,37.8542,reserved,22
AmperioInc,2670651,23.7136,38.0631,reserved,22
AmperioInc,2670650,23.7136,38.0631,available,120
AmperioInc,2670649,23.7136,38.0631,offline,50
AmperioInc,2670648,23.7136,38.0631,offline,22
AmperioInc,2670647,23.7136,38.0631,offline,11
AmperioInc,2670646,23.7136,38.0631,reserved,11
AmperioInc,2657547,23.7418,37.9503,malfunction,180
AmperioInc,2657546,23.7418,37.9503,charging,11
AmperioInc,2650942,23.671,37.9674,reserved,22
AmperioInc,2602745,23.8761,37.8833,malfunction,120
AmperioInc,2602744,23.8761,37.8833,available,120
AmperioInc,2602743,23.8761,37.8833,offline,22
AmperioInc,2602731,23.8056,37.8346,available,120
AmperioInc,2602730,23.8056,37.8346,malfunction,180
AmperioInc,2602729,23.8056,37.8346,available,120
AmperioInc,2573937,23.9577,37.8243,charging,22
AmperioInc,2573925,23.9577,37.8243,malfunction,120
AmperioInc,2571626,23.7943,38.0195,charging,11
AmperioInc,2571625,23.7943,38.0195,reserved,120
AmperioInc,2571624,23.7943,38.0195,offline,11
AmperioInc,2571623,23.7099,37.9309,charging,180
AmperioInc,2571622,23.7099,37.9309,charging,120
AmperioInc,2571621,23.7099,37.9309,charging,22
AmperioInc,2486252,23.6473,38.0113,offline,180
AmperioInc,2486251,23.6473,38.0113,malfunction,11
AmperioInc,2470173,23.6687,37.9739,available,50
AmperioInc,2470172,23.6687,37.9739,available,180
AmperioInc,2470171,23.6687,37.9739,offline,11
AmperioInc,2470170,23.6687,37.9739,charging,180
AmperioInc,2436913,23.7652,37.841,offline,120
AmperioInc,2436910,23.7652,37.841,reserved,50
AmperioInc,2436909,23.7652,37.841,offline,120
AmperioInc,2412934,23.6616,37.944,charging,11
AmperioInc,2412933,23.6616,37.944,offline,22
AmperioInc,2412562,23.6616,37.944,offline,120
AmperioInc,2410972,23.7766,38.0058,malfunction,180
AmperioInc,2407958,23.5944,38.0352,charging,22
AmperioInc,2407957,23.5944,38.0352,available,120
AmperioInc,2407956,23.5944,38.0352,available,180
AmperioInc,2403127,23.8674,37.8773,reserved,120
AmperioInc,2396732,23.6862,37.9885,reserved,120
AmperioInc,2396731,23.6862,37.9885,offline,180
AmperioInc,2380031,23.7335,37.8753,reserved,120
AmperioInc,2380030,23.7335,37.8753,malfunction,120
AmperioInc,2379876,23.7719,37.8349,reserved,180
AmperioInc,2379875,23.7719,37.8349,charging,11
AmperioInc,2379874,23.7719,37.8349,offline,180
AmperioInc,2379785,24.0104,37.8843,malfunction,11
AmperioInc,2379559,24.0104,37.8843,charging,180
AmperioInc,2366874,23.9435,37.8878,available,22
AmperioInc,2363461,23.745,37.8654,available,180
AmperioInc,2363460,23.745,37.8654,charging,120
AmperioInc,2363459,23.745,37.8654,reserved,180
AmperioInc,2344256,23.6727,38.0141,available,11
AmperioInc,2338343,23.791,38.035,charging,22
AmperioInc,2338342,23.791,38.035,reserved,120
AmperioInc,2338341,23.791,38.035,charging,11
AmperioInc,2338340,23.791,38.035,malfunction,50
AmperioInc,2338339,23.791,38.035,charging,180
AmperioInc,2338338,23.791,38.035,charging,180
AmperioInc,2331718,23.6599,37.9654,charging,120
AmperioInc,2331704,23.7354,38.0121,offline,180
AmperioInc,2331693,23.752,37.8851,offline,120
AmperioInc,2330579,23.8684,37.9971,reserved,22
AmperioInc,2330578,23.8684,37.9971,malfunction,180
AmperioInc,2330577,23.8684,37.9971,available,22
AmperioInc,2314348,23.7583,38.0229,malfunction,50
AmperioInc,2302645,23.653,38.0119,charging,50
AmperioInc,2302031,23.7124,38.0312,charging,120
AmperioInc,2302030,23.7124,38.0312,offline,50
AmperioInc,2300218,23.7202,37.9333,charging,120
AmperioInc,2300217,23.7202,37.9333,malfunction,180
AmperioInc,2300216,23.7202,37.9333,malfunction,11
AmperioInc,2300215,23.7202,37.9333,reserved,50
AmperioInc,2300214,23.7202,37.9333,available,22
AmperioInc,2300213,23.7202,37.9333,charging,120
AmperioInc,2299474,24.0276,37.8697,charging,120
AmperioInc,2292600,23.7135,37.9787,reserved,50
AmperioInc,2292311,23.7418,37.9503,available,11
AmperioInc,2292310,23.7418,37.9503,available,22
AmperioInc,2285737,23.7702,38.0337,malfunction,180
AmperioInc,2285736,23.7702,38.0337,available,50
AmperioInc,2285735,23.7702,38.0337,charging,11
AmperioInc,2285734,23.7702,38.0337,available,11
AmperioInc,2285733,23.7702,38.0337,charging,180
AmperioInc,2285732,23.7702,38.0337,available,11
AmperioInc,2252493,23.5973,38.0659,offline,120
AmperioInc,2252492,23.5973,38.0659,offline,11
AmperioInc,2252491,23.5973,38.0659,charging,120
AmperioInc,2252490,23.5973,38.0659,offline,50
AmperioInc,2252072,23.9266,37.9608,available,120
AmperioInc,2252071,23.9266,37.9608,charging,22
AmperioInc,2252048,23.9266,37.9608,charging,11
AmperioInc,2252029,23.7855,38.0717,malfunction,22
AmperioInc,2252028,23.7855,38.0717,charging,22
AmperioInc,2251995,23.8489,37.9931,charging,180
AmperioInc,2251994,23.8489,37.9931,reserved,180
AmperioInc,2251993,23.8489,37.9931,reserved,22
AmperioInc,2251992,23.8489,37.9931,available,120
AmperioInc,2251684,23.8548,37.9616,reserved,22
AmperioInc,2251683,23.8548,37.9616,malfunction,50
AmperioInc,2251681,23.8548,37.9616,reserved,50
AmperioInc,2251680,23.8548,37.9616,offline,50
AmperioInc,2250716,23.7484,38.0351,reserved,120
AmperioInc,2250715,23.7484,38.0351,charging,50
AmperioInc,2248750,23.7484,38.0351,malfunction,120
AmperioInc,2248748,23.7484,38.0351,charging,22
AmperioInc,2241960,23.8489,37.9931,available,120
AmperioInc,2241959,23.8489,37.9931,reserved,180
AmperioInc,2241958,23.8489,37.9931,offline,180
AmperioInc,2241957,23.8489,37.9931,reserved,180
AmperioInc,2238758,23.8801,37.9719,reserved,120
AmperioInc,2238757,23.8801,37.9719,available,50
AmperioInc,2237545,23.9266,37.9608,reserved,50
AmperioInc,2235597,23.7855,38.0717,offline,120
AmperioInc,2235596,23.7855,38.0717,available,22
AmperioInc,2222306,23.8894,37.9843,reserved,22
AmperioInc,2220027,23.7784,37.8536,charging,11
AmperioInc,2220026,23.7784,37.8536,malfunction,50
AmperioInc,2219374,23.803,37.8189,offline,22
AmperioInc,2219373,23.803,37.8189,offline,22
AmperioInc,2151741,23.7401,37.9948,available,50
AmperioInc,2130789,23.791,38.035,charging,11
AmperioInc,2130788,23.791,38.035,reserved,180
AmperioInc,2130787,23.791,38.035,available,50
AmperioInc,2130786,23.791,38.035,available,180
AmperioInc,2130785,23.791,38.035,available,120
AmperioInc,2130782,23.791,38.035,malfunction,50
AmperioInc,1515490,23.8359,38.0124,available,22
AmperioInc,1515489,23.8359,38.0124,malfunction,11
AmperioInc,1515488,23.8359,38.0124,available,50
AmperioInc,1515487,23.8359,38.0124,available,180
AmperioInc,1285757,23.89,37.9843,charging,180
AmperioInc,1012363,23.7348,38.0391,reserved,120
AmperioInc,703604,23.7419,37.9255,offline,120
AmperioInc,472933,23.7308,37.9856,offline,50

